_id,Year,Country/State,Classification,Occupation,Person ('000)
2569,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,40.0
2570,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,53.7
2571,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,21.2
2572,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",43.8
2573,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,73.4
2574,2003,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,92.5
2575,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,13.7
2576,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,40.4
2577,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,35.5
2578,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,52.5
2579,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,25.6
2580,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,24.4
2581,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",20.0
2582,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,45.7
2583,2003,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,14.9
2584,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,17.8
2585,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,55.4
2586,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,59.0
2587,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,47.8
2588,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,50.8
2589,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,31.7
2590,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",26.9
2591,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,72.8
2592,2003,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,97.7
2593,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,28.0
2594,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,80.9
2595,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,108.9
2596,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,116.4
2597,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,85.9
2598,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,55.4
2599,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",57.1
2600,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,112.2
2601,2003,PERAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,89.7
2602,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,3.2
2603,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,8.5
2604,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,9.0
2605,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,9.0
2606,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,11.2
2607,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,4.6
2608,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",4.9
2609,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,15.1
2610,2003,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,11.2
2611,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,147.0
2612,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,287.5
2613,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,169.9
2614,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,280.3
2615,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,210.6
2616,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,252.3
2617,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",227.8
2618,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,213.7
2619,2003,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,45.1
2620,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,17.8
2621,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,36.3
2622,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,68.8
2623,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,28.0
2624,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,39.5
2625,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,23.5
2626,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",14.6
2627,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,63.6
2628,2003,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,52.9
2629,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,35.2
2630,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,104.6
2631,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,107.8
2632,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,106.3
2633,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,147.5
2634,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,81.6
2635,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",63.5
2636,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,129.2
2637,2003,SABAH,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,297.4
2638,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,38.5
2639,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,90.8
2640,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,124.8
2641,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,88.2
2642,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,83.6
2643,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,75.9
2644,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",44.4
2645,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,105.5
2646,2003,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,258.3
2647,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,70.7
2648,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,88.3
2649,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,79.9
2650,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,51.9
2651,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,78.3
2652,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,105.9
2653,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",106.1
2654,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,133.8
2655,2003,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,0.1
2656,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,2.1
2657,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,3.7
2658,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,4.2
2659,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,1.9
2660,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,5.8
2661,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,3.4
2662,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",2.3
2663,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,7.1
2664,2003,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,1.4
2665,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,14.8
2666,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,42.0
2667,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,40.9
2668,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,55.1
2669,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,35.5
2670,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,27.7
2671,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",27.0
2672,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,49.3
2673,2003,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,47.6
2674,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,43.7
2675,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,97.2
2676,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,82.6
2677,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,133.4
2678,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,75.5
2679,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,78.4
2680,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",56.1
2681,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,95.2
2682,2003,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,12.3
2683,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Professionals,483.5
2684,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Technicians and associate professionals,1194.6
2685,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Craft and related trades workers,1168.1
2686,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Plant and machine-operators and assemblers,1373.0
2687,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Elementary occupations,1078.2
2688,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Clerical workers,890.3
2689,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,"Legislators, senior officials and managers",786.3
2690,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Service workers and shop and market sales workers,1307.7
2691,2002,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 1998,Skilled agricultural and fishery workers,1260.8
