_id,Year,State/Country,Classification,Industry,Person ('000)
4684,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",19.8
4685,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,13.7
4686,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",33.1
4687,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",36.3
4688,2007,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",130.1
4689,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Total,682.1
4690,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,2.9
4691,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,72.4
4692,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,54.2
4693,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Education,26
4694,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",1.5
4695,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",3.2
4696,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,48.2
4697,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,0
4698,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,18.5
4699,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,55.7
4700,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,61.9
4701,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",29.8
4702,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,29.6
4703,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",80.8
4704,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",43
4705,2007,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",154.1
4706,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Total,32.6
4707,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,1.5
4708,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,5.6
4709,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,3.6
4710,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Education,1.8
4711,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",0.9
4712,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",0.3
4713,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,1
4714,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,1
4715,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,0.4
4716,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,2
4717,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,2.6
4718,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",0.7
4719,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,2.3
4720,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",1.6
4721,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",2.1
4722,2007,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",5
4723,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Total,10275.4
4724,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,42
4725,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,908.9
4726,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,674.1
4727,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Education,600.1
4728,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",1375.3
4729,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",75.4
4730,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,242.3
4731,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,128.2
4732,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,223.2
4733,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,721.3
4734,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,2082.8
4735,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",247.1
4736,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,254.7
4737,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",508.4
4738,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",539.7
4739,2006,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",1650.5
4740,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Total,1258.1
4741,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,6.6
4742,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,113.8
4743,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,51.7
4744,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Education,65.2
4745,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",117.1
4746,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",12
4747,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,22.9
4748,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,10
4749,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,21.9
4750,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,89.6
4751,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,388.1
4752,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",28
4753,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,26.8
4754,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",45.1
4755,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",70.4
4756,2006,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",189
4757,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Total,656.8
4758,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,1.3
4759,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,46.5
4760,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,43.3
4761,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Education,40.3
4762,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",105.2
4763,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",2.1
4764,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,7.7
4765,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,6.6
4766,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,14.7
4767,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,46.6
4768,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,168.4
4769,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",11.7
4770,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,12.5
4771,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",22.7
4772,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",23.2
4773,2006,KEDAH,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",103.8
4774,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Total,458.4
4775,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,0.5
4776,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,59.3
4777,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,38.2
4778,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Education,37.3
4779,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",91.5
4780,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",1.9
4781,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,3.3
4782,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,4.6
4783,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,9.9
4784,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,38.2
4785,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,48.8
4786,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",9.4
4787,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,5.3
4788,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",10.3
4789,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",16
4790,2006,KELANTAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",83.9
4791,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Total,273.1
4792,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,0.3
4793,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,23.2
4794,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,16.5
4795,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Education,21.8
4796,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",17.4
4797,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",2.1
4798,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,5.8
4799,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,1.3
4800,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,9.5
4801,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,20.5
4802,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Manufacturing,81.3
4803,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Other community, social and personal service activities",5.6
4804,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,Private households with employed persons,4.9
4805,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Real estate, renting and business activities",10.9
4806,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Transport, storage and communications",10.4
4807,2006,MELAKA,Malaysia Standard Industrial Classification (MSIC) 2000,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",41.7
4808,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Total,378.7
4809,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Mining and quarrying,1.4
4810,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Construction,30.8
4811,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Public administration and defence; compulsory social security,37.8
4812,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Education,20.9
4813,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Agriculture, hunting and forestry",58.6
4814,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,"Electricity, gas and water supply",1.8
4815,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Financial intermediation,8.9
4816,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Fishing,0.6
4817,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Health and social work,8.2
4818,2006,NEGERI SEMBILAN,Malaysia Standard Industrial Classification (MSIC) 2000,Hotels and restaurants,26.4
